date,hillary_tpd,trump_tpd,hillary_upd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-10-26,80132,252163,39614,120535,9,1,9,1,6,0,1.1231468077671841e-4,1.2479408975190934e-5,2.2719240672489525e-4,2.5243600747210582e-5,7.487645385114561e-5,0,0,132,0,17424,0
2015-10-27,66918,261154,34701,128313,10,0,10,0,8,0,1.4943662392779221e-4,0,2.88176133252644e-4,0,1.1954929914223377e-4,0,0,133,0,17689,0
2015-10-28,68168,253710,35000,113014,2,1,2,1,1,0,2.9339279427297264e-5,1.4669639713648632e-5,5.714285714285714e-5,2.857142857142857e-5,1.4669639713648632e-5,0,0,134,0,17956,0
2015-10-29,113158,460950,62642,196558,2,1,1,1,1,1,1.7674402163346824e-5,8.837201081673412e-6,1.596373040452093e-5,1.596373040452093e-5,8.837201081673412e-6,8.837201081673412e-6,0,135,0,18225,0
2015-10-30,77313,172881,38462,85678,2,1,2,1,2,1,2.5868870694449835e-5,1.2934435347224918e-5,5.199937600748791e-5,2.5999688003743955e-5,2.5868870694449835e-5,1.2934435347224918e-5,0,136,0,18496,0
2015-10-31,69229,170189,34305,73104,4,1,4,1,1,0,5.7779254358722504e-5,1.4444813589680626e-5,1.1660107855997668e-4,2.915026963999417e-5,1.4444813589680626e-5,0,0,137,0,18769,0
2015-11-01,46827,151085,23490,73961,4,1,3,1,0,0,8.542080423687189e-5,2.1355201059217972e-5,1.277139208173691e-4,4.257130693912303e-5,0,0,0,138,0,19044,0
2015-11-02,41908,153277,20867,79954,3,3,3,3,2,2,7.158537749355731e-5,7.158537749355731e-5,1.437676714429482e-4,1.437676714429482e-4,4.7723584995704876e-5,4.7723584995704876e-5,0,139,0,19321,0
2015-11-03,52547,97671,26390,54213,2,0,2,0,2,0,3.806116429101566e-5,0,7.578628268283441e-5,0,3.806116429101566e-5,0,0,140,0,19600,0
2015-11-04,50257,106490,26327,60155,2,0,2,0,0,0,3.9795451379907275e-5,0,7.596763778630303e-5,0,0,0,0,141,0,19881,0
2015-11-05,52758,100361,28967,58669,1,1,1,1,0,0,1.8954471359793775e-5,1.8954471359793775e-5,3.452204232402389e-5,3.452204232402389e-5,0,0,0,142,0,20164,0
2015-11-06,64267,139117,33647,75006,1,0,1,0,0,0,1.5560085269267277e-5,0,2.9720331678901538e-5,0,0,0,0,143,0,20449,0
2015-11-07,79093,180612,38817,87516,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,20736,0
2015-11-08,51814,422366,26980,208047,3,0,3,0,1,0,5.7899409426023855e-5,0,1.1119347664936991e-4,0,1.9299803142007953e-5,0,0,145,0,21025,0
2015-11-09,45908,169278,23727,94510,44,0,44,0,31,0,9.584386163631611e-4,0,0.0018544274455261937,0,6.752635706194998e-4,0,0,146,0,21316,0
2015-11-10,54099,210490,28569,104010,12,0,11,0,4,0,2.2181556036155936e-4,0,3.8503272778186146e-4,0,7.393852012051978e-5,0,0,147,0,21609,0
2015-11-11,94253,449774,49714,187254,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,21904,0
2015-11-12,60231,214311,30984,97484,4,0,3,0,1,0,6.641098437681592e-5,0,9.682416731216112e-5,0,1.660274609420398e-5,0,0,149,0,22201,0
2015-11-13,54809,252564,28484,115006,4,1,4,1,1,0,7.298071484610192e-5,1.824517871152548e-5,1.404297149276787e-4,3.510742873191968e-5,1.824517871152548e-5,0,0,150,0,22500,0
2015-11-14,44742,392484,27298,238555,11,4,10,3,0,0,2.4585400742032097e-4,8.940145724375307e-5,3.663272034581288e-4,1.0989816103743864e-4,0,0,0,151,0,22801,0
2015-11-15,178006,303520,82979,180618,1629,30,1510,29,627,9,0.009151376919879104,1.6853364493331686e-4,0.01819737523951843,3.494860145337977e-4,0.0035223531791063224,5.0560093479995057e-5,0,152,0,23104,0
2015-11-16,57431,275947,30358,160950,50,26,49,26,33,23,8.70609949330501e-4,4.527171736518605e-4,0.001614072073259108,8.564464062191185e-4,5.746025665581306e-4,4.0048057669203043e-4,0,153,0,23409,0
2015-11-17,52756,237189,28808,134552,40,11,40,11,13,3,7.582075972401243e-4,2.085070892410342e-4,0.0013885031935573452,3.8183837822826995e-4,2.464174691030404e-4,5.686556979300932e-5,0,154,0,23716,0
2015-11-18,43715,190421,24580,101961,33,5,31,5,20,0,7.548896259865035e-4,1.1437721605856113e-4,0.0012611879576891782,2.034174125305126e-4,4.575088642342445e-4,0,0,155,0,24025,0
2015-11-19,69942,285353,37897,154797,353,47,349,46,269,24,0.00504703897515084,6.719853592977038e-4,0.00920917222999182,0.0012138163970762856,0.003846043864916645,3.4314146006691256e-4,0,156,0,24336,0
2015-11-20,55031,429277,30778,219914,112,61,97,49,64,40,0.0020352165143282877,0.0011084661372680854,0.0031516017934888558,0.001592046266813958,0.0011629808653304502,7.268630408315313e-4,0,157,0,24649,0
2015-11-21,41927,304920,24255,139815,49,25,40,16,26,13,0.0011686979750518758,5.962744770672836e-4,0.0016491445062873633,6.596578025149454e-4,6.201254561499749e-4,3.1006272807498745e-4,0,158,0,24964,0
2015-11-22,43093,442105,24171,206163,192,189,53,50,60,58,0.004455480008354025,0.004385863133223493,0.0021927102726407677,0.0020685945968309132,0.0013923375026106328,0.0013459262525236117,0,159,0,25281,0
